time,sprintActive,Coins collected
12/01/2026 16:38,FALSE,1
12/01/2026 16:40,FALSE,0
12/01/2026 16:43,FALSE,1
12/01/2026 16:46,TRUE,1
12/01/2026 16:46,TRUE,0
12/01/2026 16:46,FALSE,0
12/01/2026 16:46,TRUE,11
12/01/2026 16:46,TRUE,11
12/01/2026 16:47,TRUE,26
12/01/2026 16:49,FALSE,0
12/01/2026 16:49,FALSE,0
12/01/2026 16:51,TRUE,32
12/01/2026 16:36,FALSE,2
